"identifier","prefLabel"
"https://w3id.org/eusoilvoc#NonsoilIndicators","non-soil indicators"
"https://w3id.org/eusoilvoc#NonconservativeSolutes","nonconservative solutes"
"https://w3id.org/eusoilvoc#NormalShrinkage","normal shrinkage"
"https://w3id.org/eusoilvoc#NutrientBufferingCapacity","nutrient buffering capacity"
"https://w3id.org/eusoilvoc#NutrientDynamics","nutrient dynamics"
"https://w3id.org/eusoilvoc#NutrientMobilisationCapacity","nutrient mobilisation capacity"
"https://w3id.org/eusoilvoc#carbonOrganicProcedure-OrgC_acid-dc","OrgC_acid-dc"
"https://w3id.org/eusoilvoc#carbonOrganicProcedure-OrgC_acid-dc-ht","OrgC_acid-dc-ht"
"https://w3id.org/eusoilvoc#carbonOrganicProcedure-OrgC_acid-dc-ht-analyser","OrgC_acid-dc-ht-analyser"
"https://w3id.org/eusoilvoc#carbonOrganicProcedure-OrgC_acid-dc-lt","OrgC_acid-dc-lt"
"https://w3id.org/eusoilvoc#carbonOrganicProcedure-OrgC_acid-dc-lt-loi","OrgC_acid-dc-lt-loi"
"https://w3id.org/eusoilvoc#carbonOrganicProcedure-OrgC_acid-dc-mt","OrgC_acid-dc-mt"
"https://w3id.org/eusoilvoc#carbonOrganicProcedure-OrgC_acid-dc-spec","OrgC_acid-dc-spec"
"https://w3id.org/eusoilvoc#carbonOrganicProcedure-OrgC_calcul-tc-ic","OrgC_calcul-tc-ic"
"https://w3id.org/eusoilvoc#carbonOrganicProcedure-OrgC_dc","OrgC_dc"
"https://w3id.org/eusoilvoc#carbonOrganicProcedure-OrgC_dc-ht","OrgC_dc-ht"
"https://w3id.org/eusoilvoc#carbonOrganicProcedure-OrgC_dc-ht-analyser","OrgC_dc-ht-analyser"
"https://w3id.org/eusoilvoc#carbonOrganicProcedure-OrgC_dc-lt","OrgC_dc-lt"
"https://w3id.org/eusoilvoc#carbonOrganicProcedure-OrgC_dc-lt-loi","OrgC_dc-lt-loi"
"https://w3id.org/eusoilvoc#carbonOrganicProcedure-OrgC_dc-mt","OrgC_dc-mt"
"https://w3id.org/eusoilvoc#carbonOrganicProcedure-OrgC_dc-spec","OrgC_dc-spec"
"https://w3id.org/eusoilvoc#carbonOrganicProcedure-OrgC_wc","OrgC_wc"
"https://w3id.org/eusoilvoc#carbonOrganicProcedure-OrgC_wc-cro3-jackson","OrgC_wc-cro3-jackso"
"https://w3id.org/eusoilvoc#carbonOrganicProcedure-OrgC_wc-cro3-kalembra","OrgC_wc-cro3-kalembra"
"https://w3id.org/eusoilvoc#carbonOrganicProcedure-OrgC_wc-cro3-knopp","OrgC_wc-cro3-knopp"
"https://w3id.org/eusoilvoc#carbonOrganicProcedure-OrgC_wc-cro3-kurmies","OrgC_wc-cro3-kurmies"
"https://w3id.org/eusoilvoc#carbonOrganicProcedure-OrgC_wc-cro3-nelson","OrgC_wc-cro3-nelso"
"https://w3id.org/eusoilvoc#carbonOrganicProcedure-OrgC_wc-cro3-nrcs6a1c","OrgC_wc-cro3-nrcs6a1c"
"https://w3id.org/eusoilvoc#carbonOrganicProcedure-OrgC_wc-cro3-tiurin","OrgC_wc-cro3-tiuri"
"https://w3id.org/eusoilvoc#carbonOrganicProcedure-OrgC_wc-cro3-walkleyblack","OrgC_wc-cro3-walkleyblack"
"https://w3id.org/eusoilvoc#organicMatterProcedure-OrgM_calcul-oc1.73","OrgM_calcul-oc1.73"
"https://w3id.org/eusoilvoc#OverlandFlow","overland flow"
"https://w3id.org/eusoilvoc#OxalateExtractableOpticalDensity","oxalate extractable optical density"
"https://w3id.org/eusoilvoc#ParentLithology","parent lithology"
"https://w3id.org/eusoilvoc#ParentMaterial","parent material"
"https://w3id.org/eusoilvoc#ParentTextureUnconsolidated","parent texture unconsolidated"
"https://w3id.org/eusoilvoc#PavementStability","pavement stability"
"https://w3id.org/eusoilvoc#Pavements","pavements"
"https://w3id.org/eusoilvoc#availableWaterHoldingCapacityProcedure-PAWHC_calcul-fc100wp","PAWHC_calcul-fc100wp"
"https://w3id.org/eusoilvoc#availableWaterHoldingCapacityProcedure-PAWHC_calcul-fc200wp","PAWHC_calcul-fc200wp"
"https://w3id.org/eusoilvoc#availableWaterHoldingCapacityProcedure-PAWHC_calcul-fc300wp","PAWHC_calcul-fc300wp"
"https://w3id.org/eusoilvoc#PeatDrainage","peat drainage"
"https://w3id.org/eusoilvoc#PeatVolume","peat volume"
"https://w3id.org/eusoilvoc#PercentWaterStableAggregation","percent water stable aggregation"
"https://w3id.org/eusoilvoc#Percolation","percolation"
"https://w3id.org/eusoilvoc#PermanentCharge","permanent charge"
"https://w3id.org/eusoilvoc#PermanentWiltingPoint","permanent wilting point"
"https://w3id.org/eusoilvoc#pFcurve","pF curve"
"https://w3id.org/eusoilvoc#pHProcedure-pHCaCl2","pHCaCl2"
"https://w3id.org/eusoilvoc#pHProcedure-pHCaCl2_ratio1-1","pHCaCl2_ratio1-1"
"https://w3id.org/eusoilvoc#pHProcedure-pHCaCl2_ratio1-10","pHCaCl2_ratio1-10"
"https://w3id.org/eusoilvoc#pHProcedure-pHCaCl2_ratio1-2","pHCaCl2_ratio1-2"
"https://w3id.org/eusoilvoc#pHProcedure-pHCaCl2_ratio1-2.5","pHCaCl2_ratio1-2.5"
"https://w3id.org/eusoilvoc#pHProcedure-pHCaCl2_ratio1-5","pHCaCl2_ratio1-5"
"https://w3id.org/eusoilvoc#pHProcedure-pHCaCl2_sat","pHCaCl2_sat"
"https://w3id.org/eusoilvoc#pHProcedure-pHH2O","pHH2O"
"https://w3id.org/eusoilvoc#pHProcedure-pHH2O_ratio1-1","pHH2O_ratio1-1"
"https://w3id.org/eusoilvoc#pHProcedure-pHH2O_ratio1-10","pHH2O_ratio1-10"
"https://w3id.org/eusoilvoc#pHProcedure-pHH2O_ratio1-2","pHH2O_ratio1-2"
"https://w3id.org/eusoilvoc#pHProcedure-pHH2O_ratio1-2.5","pHH2O_ratio1-2.5"
"https://w3id.org/eusoilvoc#pHProcedure-pHH2O_ratio1-5","pHH2O_ratio1-5"
"https://w3id.org/eusoilvoc#pHProcedure-pHH2O_sat","pHH2O_sat"
"https://w3id.org/eusoilvoc#pHProcedure-pHH2O_unkn-spec","pHH2O_unkn-spec"
"https://w3id.org/eusoilvoc#pHProcedure-pHKCl","pHKCl"
"https://w3id.org/eusoilvoc#pHProcedure-pHKCl_ratio1-1","pHKCl_ratio1-1"
"https://w3id.org/eusoilvoc#pHProcedure-pHKCl_ratio1-10","pHKCl_ratio1-10"
"https://w3id.org/eusoilvoc#pHProcedure-pHKCl_ratio1-2","pHKCl_ratio1-2"
"https://w3id.org/eusoilvoc#pHProcedure-pHKCl_ratio1-2.5","pHKCl_ratio1-2.5"
"https://w3id.org/eusoilvoc#pHProcedure-pHKCl_ratio1-5","pHKCl_ratio1-5"
"https://w3id.org/eusoilvoc#pHProcedure-pHKCl_sat","pHKCl_sat"
"https://w3id.org/eusoilvoc#pHProcedure-pHNaF","pHNaF"
"https://w3id.org/eusoilvoc#pHProcedure-pHNaF_ratio1-1","pHNaF_ratio1-1"
"https://w3id.org/eusoilvoc#pHProcedure-pHNaF_ratio1-10","pHNaF_ratio1-10"
"https://w3id.org/eusoilvoc#pHProcedure-pHNaF_ratio1-2","pHNaF_ratio1-2"
"https://w3id.org/eusoilvoc#pHProcedure-pHNaF_ratio1-2.5","pHNaF_ratio1-2.5"
"https://w3id.org/eusoilvoc#pHProcedure-pHNaF_ratio1-5","pHNaF_ratio1-5"
"https://w3id.org/eusoilvoc#pHProcedure-pHNaF_sat","pHNaF_sat"
"https://w3id.org/eusoilvoc#PhosphorusExtractableElements","phosphorus extractable elements"
"https://w3id.org/eusoilvoc#PhosphorusTotalElements","phosphorus total elements"
"https://w3id.org/eusoilvoc#PlanetaryPhenomena","planetary phenomena"
"https://w3id.org/eusoilvoc#PlantAvailableWaterCapacity","plant available water capacity"
"https://w3id.org/eusoilvoc#PlantAvailableWaterContents","plant available water contents"
"https://w3id.org/eusoilvoc#PlantNutrientUptake","plant nutrient uptake"
"https://w3id.org/eusoilvoc#PlantPart","plant part"
"https://w3id.org/eusoilvoc#PlantRespiration","plant respiration"
"https://w3id.org/eusoilvoc#PlasticConsistence","plastic consistence"
"https://w3id.org/eusoilvoc#PoreAbundance","pore abundance"
"https://w3id.org/eusoilvoc#porosityProcedure-Poros_calcul-pf0","Poros_calcul-pf0"
"https://w3id.org/eusoilvoc#PorosityClass","porosity class"
"https://w3id.org/eusoilvoc#Potassium","potassium"
"https://w3id.org/eusoilvoc#PotassiumExchangeableBases","potassium exchangeable bases"
"https://w3id.org/eusoilvoc#PotassiumExtractableElements","potassium extractable elements"
"https://w3id.org/eusoilvoc#PotassiumTotalElements","potassium total elements"
"https://w3id.org/eusoilvoc#ProfileControlledWaterInfiltration","profile controlled water infiltration"
"https://w3id.org/eusoilvoc#ProfileDescriptionStatus","profile description status"
"https://w3id.org/eusoilvoc#ProvisioningServices","provisioning services"
"https://w3id.org/eusoilvoc#ReactiveSolutes","reactive solutes"
"https://w3id.org/eusoilvoc#RegulatingServices","regulating services"
"https://w3id.org/eusoilvoc#ResidualShrinkage","residual shrinkage"
"https://w3id.org/eusoilvoc#phosphorusRetentionProcedure-RetentP_blakemore","RetentP_blakemor"
"https://w3id.org/eusoilvoc#phosphorusRetentionProcedure-RetentP_unkn-spec","RetentP_unkn-spec"
"https://w3id.org/eusoilvoc#Road","road"
"https://w3id.org/eusoilvoc#Rock","rock"
"https://w3id.org/eusoilvoc#RockAbundance","rock abundance"
"https://w3id.org/eusoilvoc#RockOutcropCover","rock outcrop cover"
"https://w3id.org/eusoilvoc#RockOutcropDistance","rock outcrop distance"
"https://w3id.org/eusoilvoc#RockOutcrops","rock outcrops"
"https://w3id.org/eusoilvoc#RockShape","rock shape"
"https://w3id.org/eusoilvoc#RockSize","rock size"
"https://w3id.org/eusoilvoc#RootAbundance","root abundance"
"https://w3id.org/eusoilvoc#RootBiomass","root biomass"
"https://w3id.org/eusoilvoc#RootPresence","root presence"
"https://w3id.org/eusoilvoc#Runoff","runoff"
"https://w3id.org/eusoilvoc#SaltIncrustation","salt incrustation"
"https://w3id.org/eusoilvoc#SaltPresence","salt presence"
"https://w3id.org/eusoilvoc#SaltSieving","salt sieving"
"https://w3id.org/eusoilvoc#SaltThickness","salt thickness"
"https://w3id.org/eusoilvoc#SandyTexture","sandy texture"
"https://w3id.org/eusoilvoc#SaturatedHydraulicConductivity","saturated hydraulic conductivity"
"https://w3id.org/eusoilvoc#SaturatedVapourPressure","saturated vapour pressure"
"https://w3id.org/eusoilvoc#SaturatedWaterFlow","saturated water flow"
"https://w3id.org/eusoilvoc#SeedbedPreparation","seedbed preparation"
"https://w3id.org/eusoilvoc#SeedlingEmergence","seedling emergence"
"https://w3id.org/eusoilvoc#SilicaSesquioxideRatio","silica sesquioxide ratio"
"https://w3id.org/eusoilvoc#solubleSaltsProcedure-SlbAn_calcul-unkn","SlbAn_calcul-unk"
"https://w3id.org/eusoilvoc#solubleSaltsProcedure-SlbCat_calcul-unkn","SlbCat_calcul-unk"
"https://w3id.org/eusoilvoc#SlopeForms","slope forms"
"https://w3id.org/eusoilvoc#SlopeGradient","slope gradient"
"https://w3id.org/eusoilvoc#SlopeGradientClass","slope gradient class"
"https://w3id.org/eusoilvoc#SlopeGradientNumeric","slope gradient numeric"
"https://w3id.org/eusoilvoc#SlopeOrientation","slope orientation"
"https://w3id.org/eusoilvoc#SlopeOrientationClass","slope orientation class"
"https://w3id.org/eusoilvoc#SlopeOrientationNumeric","slope orientation numeric"
"https://w3id.org/eusoilvoc#SlopePathways","slope pathways"
"https://w3id.org/eusoilvoc#Sodium","sodium"
"https://w3id.org/eusoilvoc#SodiumExchangeableBases","sodium exchangeable bases"
"https://w3id.org/eusoilvoc#SodiumExtractableElements","sodium extractable elements"
"https://w3id.org/eusoilvoc#SodiumTotalElements","sodium total elements"
"https://w3id.org/eusoilvoc#SoftConsistence","soft consistence"
"https://w3id.org/eusoilvoc#SoilAbsorption","soil absorption"
"https://w3id.org/eusoilvoc#SoilAdhesion","soil adhesion"
"https://w3id.org/eusoilvoc#SoilAdsorption","soil adsorption"
"https://w3id.org/eusoilvoc#SoilAeration","soil aeration"
"https://w3id.org/eusoilvoc#SoilAerationIndex","soil aeration index"
"https://w3id.org/eusoilvoc#SoilAggregate","soil aggregate"
"https://w3id.org/eusoilvoc#SoilAggregateDegree","soil aggregate degree"
"https://w3id.org/eusoilvoc#SoilAggregateDispersion","soil aggregate dispersion"
"https://w3id.org/eusoilvoc#SoilAggregatePhysicalProperties","soil aggregate physical properties"
"https://w3id.org/eusoilvoc#SoilAggregateShape","soil aggregate shape"
"https://w3id.org/eusoilvoc#SoilAggregateSize","soil aggregate size"
"https://w3id.org/eusoilvoc#SoilAggregateSizeDistribution","soil aggregate size distribution"
"https://w3id.org/eusoilvoc#SoilAggregateStrength","soil aggregate strength"
"https://w3id.org/eusoilvoc#SoilAggregationDegree","soil aggregation degree"
"https://w3id.org/eusoilvoc#SoilAggregationIndex","soil aggregation index"
"https://w3id.org/eusoilvoc#SoilAgriculturalFunctions","soil agricultural functions"
"https://w3id.org/eusoilvoc#SoilAirContents","soil air contents"
"https://w3id.org/eusoilvoc#SoilAirConvection","soil air convection"
"https://w3id.org/eusoilvoc#SoilAirConvectiveFlow","soil air convective flow"
"https://w3id.org/eusoilvoc#SoilAirDiffusion","soil air diffusion"
"https://w3id.org/eusoilvoc#SoilAirDiffusionCoefficient","soil air diffusion coefficient"
"https://w3id.org/eusoilvoc#SoilAirExchange","soil air exchange"
"https://w3id.org/eusoilvoc#SoilAirFlow","soil air flow"
"https://w3id.org/eusoilvoc#SoilAirMovement","soil air movement"
"https://w3id.org/eusoilvoc#SoilAirPermeability","soil air permeability"
"https://w3id.org/eusoilvoc#SoilAirPhysicalProcesses","soil air physical processes"
"https://w3id.org/eusoilvoc#SoilAirPhysicalProperties","soil air physical properties"
"https://w3id.org/eusoilvoc#SoilAlgalCrusts","soil algal crusts"
"https://w3id.org/eusoilvoc#SoilAnionExclusion","soil anion exclusion"
"https://w3id.org/eusoilvoc#SoilApparentDensity","soil apparent density"
"https://w3id.org/eusoilvoc#SoilAvailableWaterCapacity","soil available water capacity"
"https://w3id.org/eusoilvoc#SoilBearingCapacity","soil bearing capacity"
"https://w3id.org/eusoilvoc#SoilBiologicalCrusts","soil biological crusts"
"https://w3id.org/eusoilvoc#SoilBiologicalDegradation","soil biological degradation"
"https://w3id.org/eusoilvoc#SoilBiologicalFunctions","soil biological functions"
"https://w3id.org/eusoilvoc#SoilBiologicalProperties","soil biological properties"
"https://w3id.org/eusoilvoc#SoilBiopore","soil biopore"
"https://w3id.org/eusoilvoc#SoilBufferingCapacity","soil buffering capacity"
"https://w3id.org/eusoilvoc#SoilCarbonDioxideProduction","soil carbon dioxide production"
"https://w3id.org/eusoilvoc#SoilChannel","soil channel"
"https://w3id.org/eusoilvoc#SoilChargeDensity","soil charge density"
"https://w3id.org/eusoilvoc#SoilChemicalCapacity","soil chemical capacity"
"https://w3id.org/eusoilvoc#SoilChemicalCrusts","soil chemical crusts"
"https://w3id.org/eusoilvoc#SoilChemicalDegradation","soil chemical degradation"
"https://w3id.org/eusoilvoc#SoilChemicalDegradativeProcesses","soil chemical degradative processes"
"https://w3id.org/eusoilvoc#SoilChemicalFunctions","soil chemical functions"
"https://w3id.org/eusoilvoc#SoilChemicalProcesses","soil chemical processes"
"https://w3id.org/eusoilvoc#SoilChemicalProperties","soil chemical properties"
"https://w3id.org/eusoilvoc#SoilChemicalReaction","soil chemical reaction"
"https://w3id.org/eusoilvoc#SoilChemicalTransport","soil chemical transport"
"https://w3id.org/eusoilvoc#SoilClassificationFAO","soil classification FAO"
"https://w3id.org/eusoilvoc#SoilClassificationUSDA","soil classification USDA"
"https://w3id.org/eusoilvoc#SoilClassificationWRB","soil classification WRB"
"https://w3id.org/eusoilvoc#SoilCoating","soil coating"
"https://w3id.org/eusoilvoc#SoilCohesiveness","soil cohesiveness"
"https://w3id.org/eusoilvoc#SoilCollapsing","soil collapsing"
"https://w3id.org/eusoilvoc#SoilColour","soil colour"
"https://w3id.org/eusoilvoc#SoilColourDry","soil colour dry"
"https://w3id.org/eusoilvoc#SoilColourMoist","soil colour moist"
"https://w3id.org/eusoilvoc#SoilCompactability","soil compactability"
"https://w3id.org/eusoilvoc#SoilCompressibility","soil compressibility"
"https://w3id.org/eusoilvoc#SoilCompression","soil compression"
"https://w3id.org/eusoilvoc#SoilConsistence","soil consistence"
"https://w3id.org/eusoilvoc#SoilConsistency","soil consistency"
"https://w3id.org/eusoilvoc#SoilCrackDepth","soil crack depth"
"https://w3id.org/eusoilvoc#SoilCrackDistance","soil crack distance"
"https://w3id.org/eusoilvoc#SoilCrackWidth","soil crack width"
"https://w3id.org/eusoilvoc#SoilCracking","soil cracking"
"https://w3id.org/eusoilvoc#SoilCrackingIntensity","soil cracking intensity"
"https://w3id.org/eusoilvoc#SoilCrackingNumber","soil cracking number"
"https://w3id.org/eusoilvoc#SoilCrackingPhysicalProperties","soil cracking physical properties"
"https://w3id.org/eusoilvoc#SoilCracks","soil cracks"
"https://w3id.org/eusoilvoc#SoilCrustDensity","soil crust density"
"https://w3id.org/eusoilvoc#SoilCrustFormation","soil crust formation"
"https://w3id.org/eusoilvoc#SoilCrustPhysicalProperties","soil crust physical properties"
"https://w3id.org/eusoilvoc#SoilCrustStrength","soil crust strength"
"https://w3id.org/eusoilvoc#SoilCrustThickness","soil crust thickness"
"https://w3id.org/eusoilvoc#SoilCrusting","soil crusting"
"https://w3id.org/eusoilvoc#SoilCrusts","soil crusts"
"https://w3id.org/eusoilvoc#SoilDeformation","soil deformation"
"https://w3id.org/eusoilvoc#SoilDensification","soil densification"
"https://w3id.org/eusoilvoc#SoilDensity","soil density"
"https://w3id.org/eusoilvoc#SoilDepositionalCrusts","soil depositional crusts"
"https://w3id.org/eusoilvoc#SoilDepth","soil depth"
"https://w3id.org/eusoilvoc#SoilDepthBedrock","soil depth bedrock"
"https://w3id.org/eusoilvoc#SoilDepthRootable","soil depth rootable"
"https://w3id.org/eusoilvoc#SoilDepthRootableClass","soil depth rootable class"
"https://w3id.org/eusoilvoc#SoilDepthSampled","soil depth sampled"
"https://w3id.org/eusoilvoc#SoilDescription","soil description"
"https://w3id.org/eusoilvoc#SoilDesiccation","soil desiccation"
"https://w3id.org/eusoilvoc#SoilDispersibility","soil dispersibility"
"https://w3id.org/eusoilvoc#SoilDrainage","soil drainage"
"https://w3id.org/eusoilvoc#SoilDrySpecificVolume","soil dry specific volume"
"https://w3id.org/eusoilvoc#SoilDrying","soil drying"
"https://w3id.org/eusoilvoc#SoilEcologicalDegradation","soil ecological degradation"
"https://w3id.org/eusoilvoc#SoilElasticity","soil elasticity"
"https://w3id.org/eusoilvoc#SoilElectricalCapacitance","soil electrical capacitance"
"https://w3id.org/eusoilvoc#SoilEngineeringFunctions","soil engineering functions"
"https://w3id.org/eusoilvoc#SoilEnvironmentalFunctions","soil environmental functions"
"https://w3id.org/eusoilvoc#SoilErodibility","soil erodibility"
"https://w3id.org/eusoilvoc#SoilErodibilityIndex","soil erodibility index"
"https://w3id.org/eusoilvoc#SoilErosionActivityPeriod","soil erosion activity period"
"https://w3id.org/eusoilvoc#SoilErosionAreaAffected","soil erosion area affected"
"https://w3id.org/eusoilvoc#SoilErosionCategory","soil erosion category"
"https://w3id.org/eusoilvoc#SoilErosionDegree","soil erosion degree"
"https://w3id.org/eusoilvoc#SoilErosionTotalAreaAffected","soil erosion total area affected"
"https://w3id.org/eusoilvoc#SoilFailure","soil failure"
"https://w3id.org/eusoilvoc#SoilFieldMoistureCapacity","soil field moisture capacity"
"https://w3id.org/eusoilvoc#SoilFilteringCapacity","soil filtering capacity"
"https://w3id.org/eusoilvoc#SoilFlocculation","soil flocculation"
"https://w3id.org/eusoilvoc#SoilFlow","soil flow"
"https://w3id.org/eusoilvoc#SoilFluid","soil fluid"
"https://w3id.org/eusoilvoc#SoilFluidMovement","soil fluid movement"
"https://w3id.org/eusoilvoc#SoilFluidRetention","soil fluid retention"
"https://w3id.org/eusoilvoc#SoilFluidTransmission","soil fluid transmission"
"https://w3id.org/eusoilvoc#SoilFluidTransport","soil fluid transport"
"https://w3id.org/eusoilvoc#SoilFreezing","soil freezing"
"https://w3id.org/eusoilvoc#SoilFunctionIndicators","soil function indicators"
"https://w3id.org/eusoilvoc#SoilGas","soil gas"
"https://w3id.org/eusoilvoc#SoilGaseousExchange","soil gaseous exchange"
"https://w3id.org/eusoilvoc#SoilGravelContents","soil gravel contents"
"https://w3id.org/eusoilvoc#SoilGravimetricMoistureContents","soil gravimetric moisture contents"
"https://w3id.org/eusoilvoc#SoilGravitationalPotential","soil gravitational potential"
"https://w3id.org/eusoilvoc#SoilHardsetting","soil hardsetting"
"https://w3id.org/eusoilvoc#SoilHeatAbsorption","soil heat absorption"
"https://w3id.org/eusoilvoc#SoilHeatCapacity","soil heat capacity"
"https://w3id.org/eusoilvoc#SoilHeatConduction","soil heat conduction"
"https://w3id.org/eusoilvoc#SoilHeatConvection","soil heat convection"
"https://w3id.org/eusoilvoc#SoilHeatExchange","soil heat exchange"
"https://w3id.org/eusoilvoc#SoilHeatMovement","soil heat movement"
"https://w3id.org/eusoilvoc#SoilHeatRadiation","soil heat radiation"
"https://w3id.org/eusoilvoc#SoilHeatTransfer","soil heat transfer"
"https://w3id.org/eusoilvoc#SoilHeatTransport","soil heat transport"
"https://w3id.org/eusoilvoc#SoilHorizonBoundary","soil horizon boundary"
"https://w3id.org/eusoilvoc#SoilHydraulicDiffusivity","soil hydraulic diffusivity"
"https://w3id.org/eusoilvoc#SoilHydraulicGradient","soil hydraulic gradient"
"https://w3id.org/eusoilvoc#SoilImmobileWaterContents","soil immobile water contents"
"https://w3id.org/eusoilvoc#SoilInorganicCarbon","soil inorganic carbon"
"https://w3id.org/eusoilvoc#SoilInorganicComponents","soil inorganic components"
"https://w3id.org/eusoilvoc#SoilInorganicSolid","soil inorganic solid"
"https://w3id.org/eusoilvoc#SoilIntrinsicPermeability","soil intrinsic permeability"
"https://w3id.org/eusoilvoc#SoilLeaching","soil leaching"
"https://w3id.org/eusoilvoc#SoilLocation","soil location"
"https://w3id.org/eusoilvoc#SoilLongitudinalStrain","soil longitudinal strain"
"https://w3id.org/eusoilvoc#SoilMacrofauna","soil macrofauna"
"https://w3id.org/eusoilvoc#SoilMacropore","soil macropore"
"https://w3id.org/eusoilvoc#SoilMesopore","soil mesopore"
"https://w3id.org/eusoilvoc#SoilMethanogenesis","soil methanogenesis"
"https://w3id.org/eusoilvoc#SoilMicrobialRespiration","soil microbial respiration"
"https://w3id.org/eusoilvoc#SoilMicrobioticCrusts","soil microbiotic crusts"
"https://w3id.org/eusoilvoc#SoilMineralMatter","soil mineral matter"
"https://w3id.org/eusoilvoc#SoilMobileWaterContents","soil mobile water contents"
"https://w3id.org/eusoilvoc#SoilMoistureCharacteristics","soil moisture characteristics"
"https://w3id.org/eusoilvoc#SoilMoistureContents","soil moisture contents"
"https://w3id.org/eusoilvoc#SoilMoistureDeficit","soil moisture deficit"
"https://w3id.org/eusoilvoc#SoilMoistureHysteresis","soil moisture hysteresis"
"https://w3id.org/eusoilvoc#SoilMoistureMovement","soil moisture movement"
"https://w3id.org/eusoilvoc#SoilMoisturePotential","soil moisture potential"
"https://w3id.org/eusoilvoc#SoilMoistureRedistribution","soil moisture redistribution"
"https://w3id.org/eusoilvoc#SoilMottle","soil mottle"
"https://w3id.org/eusoilvoc#SoilNegativeAdsorption","soil negative adsorption"
"https://w3id.org/eusoilvoc#SoilNutrientAvailability","soil nutrient availability"
"https://w3id.org/eusoilvoc#SoilNutrientHoldingCapacity","soil nutrient holding capacity"
"https://w3id.org/eusoilvoc#SoilNutrientImmobilisation","soil nutrient immobilisation"
"https://w3id.org/eusoilvoc#SoilNutrientRetention","soil nutrient retention"
"https://w3id.org/eusoilvoc#SoilNutrientStorage","soil nutrient storage"
"https://w3id.org/eusoilvoc#SoilOrganicComponents","soil organic components"
"https://w3id.org/eusoilvoc#SoilOrganicMatterClass","soil organic matter class"
"https://w3id.org/eusoilvoc#SoilOrganicSolid","soil organic solid"
"https://w3id.org/eusoilvoc#SoilOsmoticPotential","soil osmotic potential"
"https://w3id.org/eusoilvoc#SoilOverburdenPotential","soil overburden potential"
"https://w3id.org/eusoilvoc#SoilOxidationReaction","soil oxidation reaction"
"https://w3id.org/eusoilvoc#SoilOxidationReductionReaction","soil oxidation reduction reaction"
"https://w3id.org/eusoilvoc#SoilOxygenConcentration","soil oxygen concentration"
"https://w3id.org/eusoilvoc#SoilOxygenConsumption","soil oxygen consumption"
"https://w3id.org/eusoilvoc#SoilOxygenContents","soil oxygen contents"
"https://w3id.org/eusoilvoc#SoilOxygenDeficiency","soil oxygen deficiency"
"https://w3id.org/eusoilvoc#SoilOxygenDiffusionRate","soil oxygen diffusion rate"
"https://w3id.org/eusoilvoc#SoilPackingArrangement","soil packing arrangement"
"https://w3id.org/eusoilvoc#SoilParticleArrangement","soil particle arrangement"
"https://w3id.org/eusoilvoc#SoilParticleDensity","soil particle density"
"https://w3id.org/eusoilvoc#SoilParticleMovement","soil particle movement"
"https://w3id.org/eusoilvoc#SoilParticlePhysicalProperties","soil particle physical properties"
"https://w3id.org/eusoilvoc#SoilParticleShape","soil particle shape"
"https://w3id.org/eusoilvoc#SoilParticleSize","soil particle size"
"https://w3id.org/eusoilvoc#SoilParticleSpecificSurfaceArea","soil particle specific surface area"
"https://w3id.org/eusoilvoc#SoilParticleSurfaceCharge","soil particle surface charge"
"https://w3id.org/eusoilvoc#SoilPermanentDeformation","soil permanent deformation"
"https://w3id.org/eusoilvoc#SoilPermeability","soil permeability"
"https://w3id.org/eusoilvoc#SoilPermittivity","soil permittivity"
"https://w3id.org/eusoilvoc#SoilPhenomena","soil phenomena"
"https://w3id.org/eusoilvoc#SoilPLoss","soil phosphorus loss"
"https://w3id.org/eusoilvoc#SoilPhysicalCapacity","soil physical capacity"
"https://w3id.org/eusoilvoc#SoilPhysicalCrusts","soil physical crusts"
"https://w3id.org/eusoilvoc#SoilPhysicalDegradation","soil physical degradation"
"https://w3id.org/eusoilvoc#SoilPhysicalDegradativeProcesses","soil physical degradative processes"
"https://w3id.org/eusoilvoc#SoilPhysicalFunctions","soil physical functions"
"https://w3id.org/eusoilvoc#SoilPhysicalProcesses","soil physical processes"
"https://w3id.org/eusoilvoc#SoilPhysicalQuality","soil physical quality"
"https://w3id.org/eusoilvoc#SoilPlasticity","soil plasticity"
"https://w3id.org/eusoilvoc#SoilPollutantTransport","soil pollutant transport"
"https://w3id.org/eusoilvoc#SoilPolymerAdsorption","soil polymer adsorption"
"https://w3id.org/eusoilvoc#SoilPoreConnectivity","soil pore connectivity"
"https://w3id.org/eusoilvoc#SoilPoreContinuity","soil pore continuity"
"https://w3id.org/eusoilvoc#SoilPoreGeometry","soil pore geometry"
"https://w3id.org/eusoilvoc#SoilPoreHeterogeneity","soil pore heterogeneity"
"https://w3id.org/eusoilvoc#SoilPoreHorizontalContinuity","soil pore horizontal continuity"
"https://w3id.org/eusoilvoc#SoilPoreNumber","soil pore number"
"https://w3id.org/eusoilvoc#SoilPoreOrientation","soil pore orientation"
"https://w3id.org/eusoilvoc#SoilPorePhysicalProperties","soil pore physical properties"
"https://w3id.org/eusoilvoc#SoilPoreShape","soil pore shape"
"https://w3id.org/eusoilvoc#SoilPoreSize","soil pore size"
"https://w3id.org/eusoilvoc#SoilPoreSpace","soil pore space"
"https://w3id.org/eusoilvoc#SoilPoreTortuosity","soil pore tortuosity"
