record_id,name,description,service_type
Advanced-soil-geochemical-atlas-of-England-and-Wales,"Topsoil.Aluminium, Topsoil.Arsenic, Topsoil.Barium, Topsoil.Bismuth, Topsoil.Bromine, Topsoil.Bromine, Topsoil.Bromine, Topsoil.Bromine, Topsoil.Bromine, Topsoil.Cobalt, Topsoil.Chromium, Topsoil.Chromium, Topsoil.Chromium, Topsoil.Iron, Topsoil.Gallium, Topsoil.Germanium, Topsoil.Hafnium, Topsoil.Iodine, Topsoil.Potassium, Topsoil.Lanthanum, Topsoil.Lanthanum, Topsoil.Lanthanum, Topsoil.Lanthanum, Topsoil.Sodium, Topsoil.Niobium, Topsoil.Neodymium, Topsoil.Neodymium, Topsoil.Phosphorus, Topsoil.lead, Topsoil.Phosphorus, Topsoil.Sulphur, Topsoil.Antimony, Topsoil.Scandium, Topsoil.Selenium,  Topsoil.Silicon, Topsoil.Samarium, Topsoil.Tin, Topsoil.Strontium, Topsoil.Tantalum, Topsoil.Thorium, Topsoil.Titanium, Topsoil.Thallium, Topsoil.Thallium, Topsoil.Vanadium, Topsoil.Tungsten, Topsoil.Yttrium, Topsoil.Ytterbium, Topsoil.Zinc, Topsoil.Zirconium",The concentrations of aluminium were determined using wavelength dispersive X-ray fluorescence spectrometry with a lower limit of detection of 0.05 % and typical coefficients of variation of around 3% for repeated analyses of certified reference materials. The coefficient of variation (CV) expresses the error associated with subsampling and analysis; CV values of less than around 10 % suggest that analyses are reasonably accurate.,wms
bc4828c0-88fd-11da-a88f-000d939bc5d8,geonetwork:s_catcom1_3813,Suitability for commercial farming and potential yield (crops/y) of African catfish,wms
c6b38c50-88fd-11da-a88f-000d939bc5d8,geonetwork:s_cpcom1_3814,Suitability for commercial farming and potential yield (crops/y) of Common carp,wms
bea1f740-88fd-11da-a88f-000d939bc5d8,geonetwork:s_tlcom1_3812,Suitability for commercial farming and potential yield (crops/y) of Nile tilapia,wms
National-Soil-Map-of-Scotland,WMS,NULL,wms
Soil-Layer-depth-50k,"Parent.Material.Soil.layer.thickness, Parent.Material.Soil.layer.thickness.1km",NULL,wms
beb9c500-88fd-11da-a88f-000d939bc5d8,geonetwork:s_smallc_3815,"Suitability for small-scale farming and potential yield (crops/y) of Nile tilapia, African catfish and Common carp",wms
6c34ec8b-f31e-4976-9344-fd11b738a850,SOLAW:dom_lu_38215,Dominant Land Cover and Use,wms
78f93047-74f8-4419-ac3d-fc62e4b0477b,geonetwork:phy_landf_7386,Physiography of North and Central Eurasia Landform,wms
Mapa-kategorii-glebowych,WMS,NULL,wms
6fd05da0-853c-11db-b9b2-000d939bc5d8,geonetwork:major_soil_14129,Major soil groups of the world (FGGD),wms
Soil-organic-carbon-content-of-scottish-topsoil,WMS,NULL,wms
0e4c899b-42b1-4654-906e-4ad2a8d838cb,BRO - Bodemkaart (SGM) WMS,BRO Bodemkaart van Nederland,wms
{c60fabfd-d6ba-429a-b2d7-fea4bda8b09e},geogwd_bdmkrtzldvvl,Bodemkaart Zeeland,wms
{c60fabfd-d6ba-429a-b2d7-fea4bda8b09e},geogwd_bdmkrtzldvvl,Bodemkaart Zeeland,wfs
1ec5bc2f-a82e-467d-8e22-3e035419db2e,GEONAM_AKK_BWGSHRST,Bodemkundige geschiktheid voor akkerbouw,wcs
264bf251-8c0b-4a7b-aa46-5017ba176ac3,GEONAM_KLKGHLTLGRST,Kalkgehalte toplaag van de bodem,wcs
aed54b04-03fe-4751-8889-9663f10ce9c4,GEONAM_ZGRTLGRST,Zuurgraad toplaag van de bodem,wcs
c149614e-773c-4b56-80bf-cef91f7dc42c,GEONAM_ORGSTFTLGRST,Organische stofgehalte toplaag van de bodem,wcs
431657a6-c438-4fd9-b588-35bc5fec52a2,geonam_bdmtpskrtvlk,Bodemtoepassingskaart,wfs
d4608f62-da32-4ee6-b432-386c01871ee1,geonam_bdmfnckrtvlk,Bodemfunctiekaart Zeeland,wfs
eea_r_3035_100_m_ecosystem-types-l2_p_2006_v02_r01,NULL,NULL,wms
eea_r_3035_1_km_eunis-hab-t_p_1940-2017_v01_r00,NULL,NULL,wms
https://registry.gdi-de.org/id/de.be.csw/a06f3c31-418c-3edf-8e4b-1e2a4a00ea7a,NULL,Darstellungsdienst - Nährstoffspeicher- / Schadstoffbindungsvermögen der Böden (KAKeff-Wert) 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/f11dff3b-0db9-38f8-a905-219b077fba07,NULL,Darstellungsdienst - Lebensraumfunktion für naturnahe und seltene Pflanzengesellschaften der Böden 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/f11dff3b-0db9-38f8-a905-219b077fba07,NULL,Darstellungsdienst - Ertragsfunktion der Böden für Kulturpflanzen 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/f11dff3b-0db9-38f8-a905-219b077fba07,NULL,Darstellungsdienst - Puffer- und Filterfunktion der Böden 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/f11dff3b-0db9-38f8-a905-219b077fba07,NULL,Darstellungsdienst - Regelungsfunktion für den Wasserhaushalt der Böden 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/f11dff3b-0db9-38f8-a905-219b077fba07,NULL,Darstellungsdienst - Archivfunktion der Böden für die Naturgeschichte 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/f11dff3b-0db9-38f8-a905-219b077fba07,NULL,Darstellungsdienst - Leistungsfähigkeit der Böden 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/f11dff3b-0db9-38f8-a905-219b077fba07,NULL,Darstellungsdienst - Verdunstungspotenzial der Böden auf Grundlage der Bodeneigenschaften 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/f11dff3b-0db9-38f8-a905-219b077fba07,NULL,Darstellungsdienst - Kühlleistung der Böden ohne Berücksichtigung der Versiegelung 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/f11dff3b-0db9-38f8-a905-219b077fba07,NULL,Darstellungsdienst - Kühlleistung der Böden mit Berücksichtigung der Versiegelung 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/f11dff3b-0db9-38f8-a905-219b077fba07,NULL,Darstellungsdienst - Planungshinweise zum Bodenschutz 2020 (Umweltatlas) (WMS),wms
http://www.podnemapy.sk/portal/prave_menu/podna_mapa/podna_mapa.aspx,WMS,NULL,wms
"SO.SoilThemeCoverage.COT__CV_TENEURS_2015_2019,62180757-5fed-464c-a450-a05757d02864",INSPIRE - Sols en Wallonie (BE) - Service de visualisation WMS,"Ce service de visualisation WMS-INSPIRE permet de consulter la série de couches de données conforme au thème INSPIRE ""Sols"".",wms
"/LC_AgriculturalArea_LPIS_2021,da6558c3-507b-47b3-9cd3-2db71d7f3136",INSPIRE- Occupation des terres en Wallonie (BE) - Service de visualisation WMS,"Ce service de visualisation WMS-INSPIRE permet de consulter la série de couches de données conforme au thème INSPIRE ""Occupation des terres"".",wms
https://registry.gdi-de.org/id/de.be.csw/0d7dda82-9fc2-3e50-a4d1-8bf453695170,NULL,Darstellungsdienst - Regionale Seltenheit der Bodengesellschaften 2020 (Umweltatlas) (WMS),wms
DADB8BB6-4A7A-4CB7-908D-EA0767B068D7,"0,1,2","Die Karte Bodenarten der Oberböden Deutschlands vermittelt einen visuellen Eindruck über die Verbreitung typischer, d.h. flächenhaft dominierender (i.S. von häufigsten) Bodenarten in Oberböden Deutschlands. Mit der Karte werden Ergebnisse von Untersuchungen visualisiert, die in dem BGR-Bericht Bodenarten der Böden Deutschlands; BGR Archiv, Nr. 0127305, dokumentiert sind. Dabei erfolgte eine Ableitung der Bodenart aus den Analysedaten zu Kornfraktionen der Feinböden für 16.132 Standorte in Deutschland und eine Zuweisung der dominierenden Bordenartengruppe zu den Legendeneinheiten der nutzungsdifferenzierten Bodenübersichtskarte 1:1.000.000 (BÜK1000N V2.3). Aus Gründen der dem Maßstab (1:1.000.000) angepassten Übersichtlichkeit beschränkt sich die Darstellung auf die Ebene der Bodenarten-Gruppe gem. Bodenkundlicher Kartieranleitung (KA5). Die Version 2.0 basiert auf den topographischen Grundlagen der Digitalen Topographischen Karte 1:1.000.000 (DTK1000-V) des Bundesamtes für Kartographie und Geodäsie, welche von der BGR in Teilen modifiziert wurde.",wms
https://registry.gdi-de.org/id/de.be.csw/145a97bf-df5f-3aeb-a085-b012c968509e,NULL,Darstellungsdienst - Puffer- und Filterfunktion der Böden 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/a32fe260-a50b-335b-ac9a-b02016346bf3,NULL,Darstellungsdienst - Bodenkundliche Kartierungen - Übersicht (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/a98d621d-2702-34bd-a0e6-41ccf1d7a15f,NULL,Darstellungsdienst - Ertragsfunktion der Böden für Kulturpflanzen 2020 (Umweltatlas) (WMS),wms
r_friuve:m3968-cc-i1470,NULL,NULL,wfs
r_friuve:m3968-cc-i1470,NULL,NULL,wms
r_friuve:m3977-cc-i1482,NULL,NULL,wfs
r_friuve:m3977-cc-i1482,NULL,NULL,wms
r_friuve:m3978-cc-i1485,NULL,NULL,wms
r_friuve:m3978-cc-i1485,NULL,NULL,wfs
r_friuve:m4000-cc-i1391,NULL,NULL,wms
r_friuve:m4000-cc-i1391,NULL,NULL,wfs
c1e28873-45a1-44c9-86b6-048a83c4816d,NULL,NULL,wms
"http://maaamet.ee/andmekogu/pinnas/mullastiku_kaart,ee.maaamet.so-mullakaart,70003098-mullakaart",https://teenus.maaamet.ee/ows/mullakaart?,Mullakaardi WMS teenus.,wms
"http://maaamet.ee/andmekogu/pinnas/mullastiku_kaart,ee.maaamet.so-mullakaart,70003098-mullakaart",http://kaart.maaamet.ee/wms/alus?,Maa- ja Ruumiameti aluskaardid.,wms
"http://maaamet.ee/andmekogu/pinnas/mullastiku_kaart,ee.maaamet.so-mullakaart,70003098-mullakaart",https://inspire.geoportaal.ee/geoserver/SO_pinnas/wms?,Andmed INSPIRE andmemudelil.,wms
https://www.dov.vlaanderen.be/dataset/c7970c8d-3eaa-42e4-8373-dbdf44f28d34,organische_koolstof:carbon_sd_1000,WCS-capabilities Soil Organic Carbon Stock Maps for Belgium: standard deviation (1 km grid),wcs
ba5a9e27-f218-4316-af98-b8e6b6e20416,observedsoilprofile:ObservedSoilProfile,WMS-endpoint INSPIRE geharmoniseerd - Bodemlocaties,wms
ba5a9e27-f218-4316-af98-b8e6b6e20416,observedsoilprofile:ObservedSoilProfile,WMS-capabilities INSPIRE geharmoniseerd - Bodemlocaties,wms
ba5a9e27-f218-4316-af98-b8e6b6e20416,observedsoilprofile:ObservedSoilProfile,WMS-map INSPIRE geharmoniseerd - Bodemlocaties,wms
https://registry.gdi-de.org/id/de.be.csw/d2e22e7a-9615-3c52-9822-fed256616d52,NULL,Darstellungsdienst - Forstliche Standorteinheiten (WMS),wms
r_friuve:m3973-cc-i1477,NULL,NULL,wfs
r_friuve:m3973-cc-i1477,NULL,NULL,wms
r_lombar:7d0158d2-7129-4042-955a-05a7be20f5f1,NULL,NULL,wms
recordsb756dabe-a331-42cd-b45e-f61828ee4534,Model Grondwaterspiegeldiepte (WDM) WMS,BRO Grondwaterspiegeldieptemodel,wms
recordsb756dabe-a331-42cd-b45e-f61828ee4534,BRO - Model Grondwaterspiegeldiepte (WDM) WCS,BRO - Model Grondwaterspiegeldiepte (WDM) WCS Geotiffs,wcs
r_lombar:d2b45068-22de-4ad3-8520-d1c2a5127f8f,NULL,NULL,wms
https://registry.gdi-de.org/id/de.be.csw/8f75afc0-1e01-338d-834b-092644a71ce2,NULL,Darstellungsdienst - Verdunstungspotenzial der Böden auf Grundlage der Bodeneigenschaften 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/d53ce245-e556-3934-af43-46746b79ab15,NULL,Downloaddienst - Moore (Umweltatlas) (WFS),wfs
m_amte:299FN3:3094ea44-4c91-4ad3-f190-418d8a36634f,NULL,NULL,wms
a4eeec18-1ab6-48f8-b394-ce0dfb9fa459,soilsite:SoilSite,WMS-endpoint INSPIRE geharmoniseerd - Bodemsites,wms
a4eeec18-1ab6-48f8-b394-ce0dfb9fa459,soilsite:SoilSite,WMS-capabilities INSPIRE geharmoniseerd - Bodemsites,wms
a4eeec18-1ab6-48f8-b394-ce0dfb9fa459,soilsite:SoilSite,WMS-map INSPIRE geharmoniseerd - Bodemsites,wms
90042866-e202-4abc-ae6b-ba997e5195ce,physicalparameter:physicalParameter,WMS-endpoint INSPIRE geharmoniseerd - Fysische parameter,wms
90042866-e202-4abc-ae6b-ba997e5195ce,physicalparameter:physicalParameter,WMS-capabilities INSPIRE geharmoniseerd - Fysische parameter,wms
90042866-e202-4abc-ae6b-ba997e5195ce,physicalparameter:physicalParameter,WMS-map INSPIRE geharmoniseerd - Fysische parameter,wms
ea1720ce-77e9-418f-97f4-1b2dc25e491b,biologicalparameter:biologicalParameter,WMS-endpoint INSPIRE geharmoniseerd - Biologische parameter,wms
ea1720ce-77e9-418f-97f4-1b2dc25e491b,biologicalparameter:biologicalParameter,WMS-capabilities INSPIRE geharmoniseerd - Biologische parameter,wms
ea1720ce-77e9-418f-97f4-1b2dc25e491b,biologicalparameter:biologicalParameter,WMS-map INSPIRE geharmoniseerd - Biologische parameter,wms
https://registry.gdi-de.org/id/de.be.csw/a1a646e4-49f8-394a-b4ae-17199b1511fb,NULL,Darstellungsdienst - Wasserhaushalt 2022 - Versickerung aus Niederschlägen (Umweltatlas) (WMS),wms
https://www.dov.vlaanderen.be/dataset/62667b12-ae06-4c3a-b744-debc4331d398,organische_koolstof:carbon_sd_40,WCS-capabilities Soil Organic Carbon Stock Maps for Belgium: standard deviation (40 m grid),wcs
r_liguri:D.2262.VS,NULL,NULL,wms
r_toscan:57bfac79-54a7-438a-a49f-93695c0bf3ef,NULL,NULL,wms
r_friuve:m3971-cc-i1475,NULL,NULL,wms
r_friuve:m3971-cc-i1475,NULL,NULL,wfs
a2d52409-ca8b-448d-beec-396ccb5b4fa5,Capabilities van de MercatorNet Publieke WFS Download Service,NULL,wfs
https://data.inspire.gv.at/93df2c3a-dc9b-4372-9b9b-ad9cb5e18814,BIOSOIL Austria (SOIL) - WFS,BIOSOIL Austria (SOIL) - WFS,ogcapi
p_bz:Soil,NULL,NULL,wms
"SO.SoilThemeCoverage.COT__TENEURS_2004_2014,04481ab6-e5ee-4742-a330-88649c17b2ce",INSPIRE - Sols en Wallonie (BE) - Service de visualisation WMS,NULL,wms
b0203a76-ab90-4564-9789-9b7c21fb9c65,Agricultural Soil Map of Austria - Dominant parent material (PAR-MAT-DOM) - WFS,Agricultural Soil Map of Austria - Dominant parent material (PAR-MAT-DOM) - WFS,ogcapi
http://soluri.md/,SoilBody,Soil Body,wms
r_lombar:2fd6a5d3-a0e6-4cf1-8155-8b42f19c5190,NULL,NULL,wms
r_friuve:m3964-cc-i1463,NULL,NULL,wms
r_friuve:m3964-cc-i1463,NULL,NULL,wfs
e9941118-761a-4636-a6aa-ba2662bfa510,apl:s0100_seismic_zones,Zone Seismice mun. Chișinău,wms
https://registry.gdi-de.org/id/de.be.csw/3dc6aa29-d3c3-3f6c-bc77-fa16b109d64f,NULL,Darstellungsdienst - Bodengesellschaften 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/00f7d37e-35f9-3e58-a63a-cdd789e64170,NULL,Darstellungsdienst - Boden im INSPIRE-Datenmodell (Bodenkundliche Kartierungen) (WMS),wms
https://rpi.gov.sk/metadata/84fd1bec-4108-4ec3-a16f-8b1f1675afaf,WMS link,NULL,wms
http://www.podnemapy.sk/portal/verejnost/bpej/bpej.aspx,WMS,NULL,wms
5c129f2d-4498-4bc3-8860-01cb2d513f8f,bodemtypes,WFS-feature Digitale bodemkaart van het Vlaams Gewest: bodemtypes,wfs
30e01cb0-3f8a-4a48-b72e-444b4a6fd531,so_potbdmerosiepp_2018,WFS-feature Potentiële bodemerosiekaart per perceel (2018),wfs
30e01cb0-3f8a-4a48-b72e-444b4a6fd531,WFS,NULL,wfs
https://registry.gdi-de.org/id/de.be.csw/b989994b-cde1-3584-9f30-4745ca0bb4c2,NULL,Darstellungsdienst - Nutzbare Feldkapazität der Böden für Flachwurzler 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/4ecf6704-5302-3739-a05e-fba86c741125,NULL,Darstellungsdienst - Bindungsstärke für Schwermetalle der Böden 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/533fea38-6de0-3174-8339-b0acc7b8e564,NULL,Darstellungsdienst - Boden im INSPIRE-Datenmodell (Moore) (WMS),wms
r_lombar:e6ff8f10-1ec7-426e-9ba9-93c3f4ade8d5,NULL,NULL,wms
https://registry.gdi-de.org/id/de.be.csw/05c1911d-88bd-3099-8b51-16213d772c5a,NULL,Darstellungsdienst - Humusmenge der Böden 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/7f95e9b8-0364-36aa-9bfc-292d5fb00fac,NULL,Darstellungsdienst - Moore (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/f4885d1d-6f90-3589-b749-2c97cb21de21,NULL,Darstellungsdienst - Nährstoffversorgung des Oberbodens (S-Wert) 2020 (Umweltatlas) (WMS),wms
r_lombar:0a90d4fe-8ae7-4a22-a269-ec04a7d4b63d,NULL,NULL,wms
https://registry.gdi-de.org/id/de.be.csw/7897d313-d4f4-3c0c-8977-28e4ba99e84d,NULL,Darstellungsdienst - Wasserversorgung der Böden 2020 (Umweltatlas) (WMS),wms
r_lombar:599a7674-a9a2-4543-9d5b-6d0e4904ab8a,NULL,NULL,wms
https://registry.gdi-de.org/id/de.be.csw/47dfc3ed-1b0a-3797-93e8-3b4a37337b0e,NULL,Darstellungsdienst - Lebensraumfunktion für naturnahe und seltene Pflanzengesellschaften der Böden 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/bc2da03a-8fb3-317e-a3d0-c4c6b73f7099,NULL,Darstellungsdienst - Organischer Kohlenstoffvorrat der Böden 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/bcfd52c5-a39a-3a28-81fe-7ff125e2f58f,NULL,Darstellungsdienst - Boden im INSPIRE-Datenmodell (Bodenkundliche Kennwerte 2020) (WMS),wms
e25d6117-ff65-4f0c-a776-e31df6153b7b,INSPIRE Sols - Service de visualisation WMS,"Adresse de connexion au service de visualisation WMS-Inspire des couches de données du thème ""Sols"".",wms
https://registry.gdi-de.org/id/de.be.csw/79d91507-b5bd-3394-93ee-6a5e136267f9,NULL,Darstellungsdienst - Boden im INSPIRE-Datenmodell (Bodenkundliche Kartierungen) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/1f37b418-d573-3eb9-9e0d-1ee6df5869a9,NULL,Darstellungsdienst - Boden im INSPIRE-Datenmodell (Bodengesellschaften und Bodenarten 2020) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/422bbec1-6aff-3066-8da6-b3ecf5236e22,NULL,Darstellungsdienst - Filtervermögen der Böden (kf-Wert) 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/fabeb1cf-8a09-3940-9f5c-652d60924e3f,NULL,Darstellungsdienst - Boden im INSPIRE-Datenmodell (Bodenfunktionen und Planungshinweise 2020) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/3c3d6dfc-b127-3c7d-971f-207ed5b9d206,NULL,Darstellungsdienst - Leistungsfähigkeit der Böden 2020 (Umweltatlas) (WMS),wms
arls_031:m10581-cc-i10499,NULL,NULL,wms
arls_031:m10581-cc-i10499,NULL,NULL,wfs
https://registry.gdi-de.org/id/de.be.csw/53647440-0bce-300d-88a2-e8a95a1c0891,NULL,Darstellungsdienst - Boden im INSPIRE-Datenmodell (Bodenfunktionen und Planungshinweise 2020) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/82fa2fef-6087-3cd3-b903-3c5a77edb1c2,NULL,Darstellungsdienst - Archivfunktion der Böden für die Naturgeschichte 2020 (Umweltatlas) (WMS),wms
r_friuve:m4005-cc-i4087,NULL,NULL,wms
r_friuve:m4005-cc-i4087,NULL,NULL,wfs
https://registry.gdi-de.org/id/de.be.csw/5f93b130-3802-3a3b-a1d7-4617cc011584,NULL,Darstellungsdienst - Kühlleistung der Böden ohne Berücksichtigung der Versiegelung 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/9d7dc063-b29b-3735-a881-35d4958f473a,NULL,Darstellungsdienst - Bodenpunktdatenbank (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/7c59bcbd-4086-3c87-a679-1cce480d054b,NULL,Darstellungsdienst - Kühlleistung der Böden mit Berücksichtigung der Versiegelung 2020 (Umweltatlas) (WMS),wms
r_friuve:m3985-cc-i4001,NULL,NULL,wms
r_friuve:m3985-cc-i4001,NULL,NULL,wfs
https://registry.gdi-de.org/id/de.be.csw/9906ef04-afe0-300e-ba93-b8387e304768,NULL,Darstellungsdienst - Planungshinweise zum Bodenschutz 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/b144655f-7cea-3867-bfe4-75fd2c07791f,NULL,Darstellungsdienst - Bodenarten 2020 (Umweltatlas) (WMS),wms
r_lombar:c90c42ea-bc38-4f33-aab6-0307dd34a99c,NULL,NULL,wms
r_friuve:m3975-cc-i1479,NULL,NULL,wms
r_friuve:m3975-cc-i1479,NULL,NULL,wfs
r_lombar:73d5ef45-6424-4d1a-9acc-2898f9c72b5d,NULL,NULL,wms
r_lombar:22214824-4535-4d3d-bce6-e7ca4896b7d8,NULL,NULL,wms
https://registry.gdi-de.org/id/de.be.csw/8362c977-a6cc-36da-b434-e2de5ee823a6,NULL,Darstellungsdienst - Gesättigte Wasserleitfähigkeit (kf-Wert) der Böden 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/20ad8cd6-d70f-3ae7-8254-49b1b2de2a06,NULL,Darstellungsdienst - Bodenarten 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/20ad8cd6-d70f-3ae7-8254-49b1b2de2a06,NULL,Darstellungsdienst - Nutzbare Feldkapazität der Böden für Flachwurzler 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/20ad8cd6-d70f-3ae7-8254-49b1b2de2a06,NULL,Darstellungsdienst - Nutzbare Feldkapazität der Böden des effektiven Wurzelraumes 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/20ad8cd6-d70f-3ae7-8254-49b1b2de2a06,NULL,Darstellungsdienst - Humusmenge der Böden 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/20ad8cd6-d70f-3ae7-8254-49b1b2de2a06,NULL,Darstellungsdienst - pH-Werte des Oberbodens 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/20ad8cd6-d70f-3ae7-8254-49b1b2de2a06,NULL,Darstellungsdienst - Summe austauschbarer basischer Kationen des Oberbodens (S-Wert) 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/20ad8cd6-d70f-3ae7-8254-49b1b2de2a06,NULL,Darstellungsdienst - Mittlere effektive Kationenaustauschkapazität (KAKeff) der Böden 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/20ad8cd6-d70f-3ae7-8254-49b1b2de2a06,NULL,Darstellungsdienst - Gesättigte Wasserleitfähigkeit (kf-Wert) der Böden 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/20ad8cd6-d70f-3ae7-8254-49b1b2de2a06,NULL,Darstellungsdienst - Organischer Kohlenstoffvorrat der Böden 2020 (Umweltatlas) (WMS),wms
R_SARDEG:d56d4a44-c331-42d8-a995-efb940a3e915_resource,NULL,NULL,wms
r_lombar:63cd7255-3955-469e-afbb-1f56e0933a5a,NULL,NULL,wms
https://registry.gdi-de.org/id/de.be.csw/deb08fa8-2449-3fcc-85df-35f03e3f56f2,NULL,Darstellungsdienst - Mittelmaßstäbige Landwirtschaftliche Standortkartierung (MMK) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/1f5a607c-0133-3f6d-b655-08f777f20ff2,NULL,Darstellungsdienst - Naturnähe der Böden 2020 (Umweltatlas) (WMS),wms
r_lombar:e6bcffe3-73de-4681-8e7e-3be5cb50c70a,NULL,NULL,wms
https://registry.gdi-de.org/id/de.be.csw/8cef0509-eb86-3fee-926f-96538d5f6b99,NULL,Darstellungsdienst - Austauschhäufigkeit des Bodenwassers 2020 (Umweltatlas) (WMS),wms
46a5e845-54ac-47d4-af13-3aa49d26d91f,chemicalparameter:chemicalParameter,WMS-endpoint INSPIRE geharmoniseerd - Chemische parameter,wms
46a5e845-54ac-47d4-af13-3aa49d26d91f,chemicalparameter:chemicalParameter,WMS-capabilities INSPIRE geharmoniseerd - Chemische parameter,wms
46a5e845-54ac-47d4-af13-3aa49d26d91f,chemicalparameter:chemicalParameter,WMS-map INSPIRE geharmoniseerd - Chemische parameter,wms
b1f7eac6-baed-4227-bedc-28bc67086299,Agricultural Soil Map of Austria - Soil Reference Group Code from the World Reference Base (WRB Lev1) - WFS,Agricultural Soil Map of Austria - Soil Reference Group Code from the World Reference Base (WRB Lev1) - WFS,ogcapi
https://data.inspire.gv.at/431940bc-833f-4abb-84f5-95212fe6dc48,BIOSOIL Site - WFS,BIOSOIL Site - WFS,ogcapi
ARLPA_TO:07.09.03,NULL,NULL,wms
https://registry.gdi-de.org/id/de.be.csw/1d1e7b5d-4d86-3ad7-8570-5245b55b6b33,NULL,Darstellungsdienst - Forstliche Standorteinheiten (WMS),wms
8db3e658-b210-4796-82ac-e6a0a00d94b2,phvalue:pHValue,WMS-endpoint INSPIRE geharmoniseerd - pHwaarde,wms
8db3e658-b210-4796-82ac-e6a0a00d94b2,phvalue:pHValue,WMS-capabilities INSPIRE geharmoniseerd - pHwaarde,wms
8db3e658-b210-4796-82ac-e6a0a00d94b2,phvalue:pHValue,WMS-map INSPIRE geharmoniseerd - pHwaarde,wms
"SO.SoilBody.CNSW__SIGLES_20,3e6fd1ad-df77-4bb3-809d-30274dd09506",INSPIRE - Sols en Wallonie (BE) - Service de visualisation WMS,NULL,wms
https://data.inspire.gv.at/517168bd-9e1b-4144-b6ed-388bd55f79b8,BIOSOIL WRB-Lev1 - WFS,BIOSOIL WRB-Lev1 - WFS,ogcapi
00409c85-94da-475c-b58d-4fe9b448895d,organiccarboncontent:organicCarbonContent,WMS-endpoint INSPIRE geharmoniseerd - Organische C-percentage,wms
00409c85-94da-475c-b58d-4fe9b448895d,organiccarboncontent:organicCarbonContent,WMS-capabilities INSPIRE geharmoniseerd - Organische C-percentage,wms
00409c85-94da-475c-b58d-4fe9b448895d,organiccarboncontent:organicCarbonContent,WMS-map INSPIRE geharmoniseerd - Organische C-percentage,wms
r_friuve:m3999-cc-i1390,NULL,NULL,wms
r_friuve:m3999-cc-i1390,NULL,NULL,wfs
https://registry.gdi-de.org/id/de.be.csw/d082b421-c99d-37d1-922b-e581725cfa71,NULL,Darstellungsdienst - Naturnähe der Böden 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/d082b421-c99d-37d1-922b-e581725cfa71,NULL,Darstellungsdienst - Austauschhäufigkeit des Bodenwassers 2020 (Umweltatlas) (WMS),wms
